ACA60977.VFG044024_gb_ACA60977_.Clostridium_septicum_str._NH2	1	0	.	.	Original name: VFG044024(gb|ACA60977) (ACA60977) alpha-toxin [alpha-toxin (septicum) (VF0416)] [Clostridium septicum str. NH2]
AHA_1389.VFG038722_gb_YP_855928_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038722(gb|YP_855928) (AHA_1389) CobQ/CobB/MinD/ParA family protein [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1828.VFG038373_gb_YP_856362_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038373(gb|YP_856362) (AHA_1828) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1829.VFG038374_gb_YP_856363_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038374(gb|YP_856363) (AHA_1829) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1830.VFG038375_gb_YP_856364_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038375(gb|YP_856364) (AHA_1830) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1831.VFG038376_gb_YP_856365_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038376(gb|YP_856365) (AHA_1831) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1832.VFG038378_gb_YP_856366_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038378(gb|YP_856366) (AHA_1832) Type VI secretion system contractile sheath small subunit TssB/VipA [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1833.VFG038380_gb_YP_856367_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038380(gb|YP_856367) (AHA_1833) Type VI secretion system contractile sheath large subunit TssC/VipB [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1834.VFG038381_gb_YP_856368_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038381(gb|YP_856368) (AHA_1834) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1835.VFG038383_gb_YP_856369_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038383(gb|YP_856369) (AHA_1835) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1836.VFG038385_gb_YP_856370_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038385(gb|YP_856370) (AHA_1836) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1837.VFG038387_gb_YP_856371_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038387(gb|YP_856371) (AHA_1837) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1838.VFG038389_gb_YP_856372_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038389(gb|YP_856372) (AHA_1838) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1839.VFG038391_gb_YP_856373_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038391(gb|YP_856373) (AHA_1839) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1840.VFG038393_gb_YP_856374_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038393(gb|YP_856374) (AHA_1840) Type VI secretion system protein DotU [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1843.VFG038399_gb_YP_856377_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038399(gb|YP_856377) (AHA_1843) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHA_1844.VFG038401_gb_YP_856378_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038401(gb|YP_856378) (AHA_1844) Type VI secretion system protein [T6SS (SS194)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
